Type,ID,Name,C1,Expiry,Event,Locked
"EAN13","8801043054768","806348 農心辛辣白菜風味拉麵袋","未分類","","327五六日","False"
"EAN13","8801043061674","945050 農心辛炒麵","未分類","","","False"
"EAN13","8801043150606","387500 農心辛拉麵（包）","未分類","","","False"
"EAN13","8801045033181","563186 韓國不倒翁頂級金炸醬拉麵","未分類","","","False"
"EAN13","8801045725512","539380 不倒翁蔥燒牛肉風味碗麵6入組","未分類","","","False"
"EAN13","8801382124849","353881 韓國熊津大麥飲","未分類","","","False"
"EAN13","8801382150329","537132 韓國熊津玉米鬚茶","未分類","","","False"
"EAN13","8801382150763","633850 韓國熊津青梅飲","未分類","","","False"
"EAN13","8801382702740","668715 韓國熊津米漿年糕冰","未分類","","","False"
"EAN13","8801382702757","668721 韓國熊津青梅脆脆冰","未分類","","","False"
"EAN13","8801382703181","862284 韓國Sweetory青梅軟糖","未分類","","410五六日","False"
"EAN13","8801382703266","862480 韓國熊津黑芝麻年糕冰淇淋","未分類","","","False"
"EAN13","8801382703495","838260 韓國熊津紅蔘飲","未分類","","20260401_春遊","False"
"EAN13","8801382703778","315995 韓國熊津不添加糖紅蔘飲","未分類","","20260401_春遊","False"
"EAN13","8801725002032","358742 韓國SJ史努比香蕉可可威化酥","未分類","","","False"
"EAN13","8802534052508","622787 韓國Sweetory 杏仁可可球","未分類","","","False"
"EAN13","8802534880460","674788 韓國Sweetory彩虹口香糖","未分類","","20260401_春遊","False"
"EAN13","8802534888886","735501 韓國Sweetory葡萄QQ可可球","未分類","","","False"
"EAN13","8802534888893","776527 韓國Sweetory蜂蜜奶油風味杏仁果","未分類","","","False"
"EAN13","8802534888909","776530 韓國Sweetory海苔杏仁果","未分類","","","False"
"EAN13","8802534889005","914964 韓國Sweetory優格QQ白可可球","未分類","","","False"
"EAN13","8802534889098","606193 韓國Sweetory卡門培爾起司餅乾","未分類","","","False"
"EAN13","8802534889104","606163 韓國Sweetory切達起司餅乾","未分類","","","False"
"EAN13","8802667002937","308442 韓國MB寶寶香氛潔淨沐浴乳1L","未分類","","","False"
"EAN13","8802667002944","369531 韓國 MB白麝香氛保濕身體乳 500ml","未分類","","","False"
"EAN13","8802667003231","308131 韓國MB白麝香氛潔淨沐浴乳1L","未分類","","","False"
"EAN13","8802667003248","369526 韓國MB寶寶香氛保濕身體乳500ml","未分類","","","False"
"EAN13","8802667005457","553463 韓國MB積雪草舒緩洗髮精","未分類","","","False"
"EAN13","8802667007468","519297 韓國MB大馬士革玫瑰洗髮精500ml","未分類","","","False"
"EAN13","8802667007475","519423 韓國MB大馬士革玫瑰護髮乳 500ml","未分類","","","False"
"EAN13","8802667008380","630864 韓國 Milk Baobab 白麝香氛旅行組","未分類","","","False"
"EAN13","8803348037446","519732 韓國AROUND ME蜜桃香氛沐浴乳","未分類","","","False"
"EAN13","8803348045991","300190 韓國AROUND ME積雪草舒緩沐浴乳","未分類","","","False"
"EAN13","8808244530237","785353 韓國濟州SamDaSoo火山岩盤礦泉水","未分類","","","False"
"EAN13","8809260944886","601334 韓國X5花生巧克力風味捲心酥","未分類","","","False"
"EAN13","8809301761229","595696 韓國Ariel卸妝潔顏濕巾15入","未分類","","","False"
"EAN13","8809301765883","597981 G)韓國Ariul眼唇卸妝棉 （30片）","未分類","","","False"
"EAN13","8809329050503","679466 韓國YOUUS櫻花氣泡飲","未分類","","","False"
"EAN13","8809426953318","532321 NF蘆薈保濕舒緩噴霧150ml","未分類","","","False"
"EAN13","8809477172188","586453 韓國Rucipello牙膏旅行組-森林","未分類","","","False"
"EAN13","8809479546024","532225 NF蘆薈保濕舒緩凝膠300ml","未分類","","","False"
"EAN13","8809494810919","508012 韓國爸爸的農場蘋果汁","未分類","","","False"
"EAN13","8809521670776","519596 LePlein 濟州擴香瓶涉地油菜花開","未分類","","","False"
"EAN13","8809521671100","519634 LePlein 濟州擴香瓶挾才清晨海風","未分類","","","False"
"EAN13","8850157400022","096524 泰國Bento辣味魷魚-香蒜口味","未分類","","20260401_春遊","False"
"EAN13","8850157400107","096537 泰國Bento辣味魷魚-香辣口味","未分類","","20260401_春遊","False"
"EAN13","8850332251364","366612 泰國IMPERIAL草莓風味果醬餅乾","未分類","","","False"
"EAN13","8850332251593","366577 泰國IMPERIAL藍莓風味果醬餅乾","未分類","","","False"
"EAN13","8851019410135","525792 格力高百奇巧克力棒","未分類","","","False"
"EAN13","8851019410142","525831 格力高百奇草莓棒","未分類","","","False"
"EAN13","8851019410173","349911 格力高百奇牛奶餅乾巧克力棒","未分類","","","False"
"EAN13","8887549315770","805006 國際 EVOLTA 鈦元素電池 3號4入","未分類","","410五六日","False"
"EAN13","8887549315794","805028 國際 EVOLTA 鈦元素電池 4號 4入","未分類","","410五六日","False"
"EAN13","8887549665004","792759 國際 EVOLTA 鈦元素電池3號6入","未分類","","","False"
"EAN13","8887549665011","792753 國際 EVOLTA 鈦元素電池4號6入","未分類","","","False"
"EAN13","8934677063315","349711 樂天XYLITOL無糖口香糖-萊姆薄荷","未分類","","","False"
"EAN13","8934677063414","349186 樂天XYLITOL無糖口香糖-藍莓薄荷","未分類","","","False"
"EAN13","8935084103892","875303 越南HIS&HERS鹹酥風味腰果","未分類","","","False"
"EAN13","8935084103908","875836 越南HIS&HERS 芥末風味腰果","未分類","","","False"
"EAN13","8935084103953","398359 越南 HIS&HERS 甜味腰果","未分類","","","False"
"EAN13","8935084104035","875832 越南HIS&HERS 辣味腰果","未分類","","","False"
"EAN13","8936101341679","366631 越南Tan Tan芥末脆皮青豆","未分類","","327五六日","False"
"EAN13","9002490204228","420910 紅牛能量飲CAN250ml","未分類","","","False"
"EAN13","9300682016278","812876 M&M'S脆心牛奶巧克力30g","未分類","","","False"
"EAN13","9331275012278","366520 印尼Redondo可可風味捲心酥","未分類","","","False"
"EAN13","9331275012544","366442 印尼Redondo草莓風味捲心酥","未分類","","","False"
"EAN13","9334214004594","309417 西莎蒔蘿焗烤菲力牛口味","未分類","","","False"
"EAN13","9334214033105","367736 西莎南法野菜燉雞口味","未分類","","","False"
"EAN8","23155930","315593 貓福珊迪鰅魚燒2入卡士達口味","未分類","","","False"
"EAN8","23396159","339615 御料小館X世界的山將夢幻雞翅","未分類","","","False"
"EAN8","23457577","345757 CITY TEA莓好光櫻心凍風味紅茶","未分類","","","False"
"EAN8","23464728","346472 CITY CAFE莓好光櫻心凍風味拿鐵","未分類","","","False"
"EAN8","23500662","350066 木曜香草可麗露","未分類","","","False"
"EAN8","23501775","350177 木曜白葡萄大福","未分類","","","False"
"EAN8","23529908","352990 奇美招牌鮮肉包","未分類","","","False"
"EAN8","23730298","373029 （A）御料小館泰式打拋豬炒飯","未分類","","","False"
"EAN8","23836167","383616 (A)御料小館原味嫩雞塊","未分類","","","False"
"EAN8","24072861","407286 （A）御料小館韓風拌拌炸雞","未分類","","","False"
"EAN8","24072892","407289 御料小館美式紐奧良風味烤雞翅","未分類","","","False"
"EAN8","24441889","444188 和風葛粉抹茶拿鐵（特大）","未分類","","","False"
"EAN8","24442350","444235 和風葛粉焦糖瑪奇朵（特大）","未分類","","","False"
"EAN8","24584784","458478 御料小館美式香辣雞丁","未分類","","","False"
"EAN8","24958738","495873 御料小館招牌水餃","未分類","","","False"
"EAN8","24988513","498851 御料小館鮮肉鍋貼","未分類","","","False"
"EAN8","25252293","525229 春上蛋糕杯-香濃芋泥","未分類","","","False"
"EAN8","25266153","526615 大成椒鹽炸雞柳","未分類","","","False"
"EAN8","25299557","529955 （A）御料小館韓式泡菜鍋貼","未分類","","","False"
"EAN8","25549249","554924 西班牙GiroRibot西班牙女郎","未分類","","","False"
"EAN8","25549423","554942 西班牙GiroRibot安東尼高第","未分類","","","False"
"EAN8","25550764","555076 西班牙GiroRibot美麗佳人","未分類","","","False"
"EAN8","25566079","556607 御料小館辣味雞柳條","未分類","","","False"
"EAN8","25636765","563676 舒潔棉柔抽取1串訂貨：562446","未分類","","","False"
"EAN8","25703863","570386 KAFEN 卡氛極致旅行組","未分類","","","False"
"EAN8","25923551","592355 CITY CAFE西西里風檸檬氣泡咖啡","未分類","","","False"
"EAN8","26298139","629813 濃醇巧克力杯子蛋糕","未分類","","","False"
"EAN8","26320175","632017 春上蛋糕杯-濃情重巧克力","未分類","","","False"
"EAN8","26366241","636624 御料小館奶油培根義大利麵","未分類","","","False"
"EAN8","26374406","637440 加賀屋唐揚雞","未分類","","","False"
"EAN8","28629795","862979 蘇菲超熟睡內褲型衛生棉L2片","未分類","","","False"
"EAN8","28704065","870406 御料小館番茄肉醬義大利麵（袋）","未分類","","","False"
"EAN8","28883869","888386 御料小館上海風味生煎包","未分類","","","False"
"EAN8","29759668","975966 大成舒迷雞胸肉日式塩花","未分類","","","False"
"EAN8","29956562","995656 春上蛋糕杯（十勝奶霜口味）","未分類","","","False"
"EAN8","45166143","306416 POP CAN 造型棒棒糖（格力高）","未分類","","","False"
"EAN8","45205767","570953 LOTTE 雪見大福冰淇淋-红豆奶油","未分類","","","False"
"EAN8","47108684","239730 滋露奶油口味巧克力風味糖果","未分類","","","False"
"EAN8","47108707","239743 滋露草莓口味巧克力風味糖果","未分類","","","False"
"EAN8","47118393","566168 易口舒草本潤喉薄荷糖蜂蜜檸檬味","未分類","","","False"
"EAN8","47118409","566523 易口舒草本潤喉薄荷糖枇杷秋梨味","未分類","","","False"
"EAN8","49814521","306874 加倍佳棒棒糖","未分類","","","False"
"EAN8","76145513","629751 瑞士三角牛奶巧克力","未分類","","","False"
"EAN8","80050278","146445 金莎三粒裝","未分類","","","False"
"EAN8","80176732","801333 Kinder Happy Hippo健達快樂河馬","未分類","","","False"
"EAN8","80768258","333272 健達奇趣蛋單入裝（粉色版）","未分類","","","False"
"EAN8","80906032","482950 健達樂脆棒","未分類","","","False"
"EAN8","80974482","333273 健達奇趣蛋單入裝（藍色版）","未分類","20260612","逼近品","False"
"EAN8","90162800","320319 紅牛能量飲料無糖CAN250","未分類","","","False"
"EAN8","90454424","514182 紅牛火龍果風味能量飲料CAN250","未分類","","","False"
"EAN8","90456565","335899 紅牛巨峰葡萄風味能量飲料CAN250","未分類","","","False"
"EAN8","93362986","192310 西莎牛肉及肝狗食","未分類","","","False"
"EAN8","93362993","192307 西莎雞肉狗食","未分類","","","False"
"EAN8","93485517","825463 西莎鄉村嫩燒小羊肉狗食","未分類","","","False"
"EAN8","93485524","353252 西莎野菜牛肉","未分類","","","False"
"EAN8","23836297","383629 御料小館椒鹽鹽酥雞","未分類","","","False"
"EAN8","24073271","407327 御料小館香辣炸雞球","未分類","","","False"
"EAN8","24508322","450832 御料小館x世界的山將夢幻唐揚雞","未分類","","","False"
"EAN8","24606103","460610 御料小館沙茶豬肉蛋炒飯","未分類","","","False"
"EAN8","24989107","498910 御料小館德州風味BBQ烤翅腿","未分類","","","False"
"EAN8","25360677","536067 御料小館火腿肉絲黃金蛋炒飯","未分類","","","False"
"EAN8","25583335","558333 晶華-碧玉鮮蝦餃","未分類","","","False"
"EAN8","25600667","560066 御料小館x21Plus 美式烤雞腿","未分類","","","False"
"EAN8","25703009","570300 阿甘薯叔冰烤地瓜","未分類","","","False"
"EAN8","26043562","604356 御料小館韓風甜辣醬炸雞","未分類","","","False"
"EAN8","26124889","612488 御料小館碳烤風味雞排","未分類","","","False"
"EAN8","26250137","625013 御料小館蔥抓餅","未分類","","","False"
"EAN8","26285177","628517 奇美芝麻流沙包","未分類","","","False"
"EAN8","26398204","639820 御料小館秘製滷雞翅","未分類","","","False"
"EAN8","26420882","642088 御料小館x膳馨 無骨秘製排骨酥","未分類","","","False"
"EAN8","26613833","661383 御料小館X貳樓德州風味BBQ烤雞翅","未分類","","","False"
"EAN8","26723112","672311 御料小館x膳馨 蜜汁醬燒雞排","未分類","","","False"
"EAN8","26739335","673933 御料小館美式經典紐奧良烤雞翅","未分類","","","False"
"EAN8","26896212","689621 御料小館玉米豬肉水餃","未分類","","","False"
"EAN8","26899282","689928 御料小館日式照燒雞肉丸","未分類","","","False"
"EAN8","26923956","692395 晶華-金黃魚子燒賣","未分類","","","False"
"EAN8","27168707","716870 御料小館四季紅油雞丁","未分類","","","False"
"EAN8","27171806","717180 白種元韓式洋釀拌拌炸雞","未分類","","","False"
"EAN8","28385271","838527 御料小館X艋舺雞排-爆汁嫩雞","未分類","","","False"
"EAN8","28716662","871666 御料小館海鮮披薩","未分類","","","False"
"EAN8","28844112","884411 御料小館青醬蛤蜊義大利麵（袋）","未分類","","","False"
"EAN8","29377893","937789 御料小館豆乳雞","未分類","","","False"
"EAN8","29495092","949509 蔥阿伯鮮肉小籠湯包","未分類","","","False"
"EAN8","26281117","628111（實）Enaak香脆點心麵 隨手包1盒","實體販售","","","False"
"EAN8","26281223","628122（實）Enaak香辣點心麵 隨手包1盒","實體販售","","","False"
"EAN13","4718201210567","379955 易口舒脆皮軟心薄荷糖-檸檬薄荷","糖果","","","False"
"EAN13","4987240608707","522851 龍角散薄荷草本喉糖（袋）","糖果","","","False"
"EAN8","23996441","399644 冷凍防護手套M24.5CM","！門市用品","","","False"
"EAN8","24399838","439983 解凍箱（手提式-熱狗）","！門市用品","","","False"
"EAN8","25898507","589850 手機","！門市用品","","","False"
"EAN8","26189659","618965 甜點","！門市用品","","","False"
"EAN8","23198869","319886 抽取式自用衛生紙","！門市用品","","","False"
"EAN8","23497788","349778 萬用紙巾（30入）方的","！門市用品","","","False"
"EAN8","23559127","355912 本設備故障中","！門市用品","","","False"
"EAN8","23615434","361543 大捲筒衛生紙（12入）","！門市用品","","","False"
"EAN8","24284882","428488 落地陳列箱（3入）小紅sale箱","！門市用品","","","False"
"EAN8","26490892","649089 熱壓吐司專用紙袋","！門市用品","","","False"
"EAN8","28807582","880758 小蘇打粉（熱壓吐司專用","！門市用品","","","False"
"EAN8","23092211","309221 滷味桃太郎旗","！門市用品","","","False"
"EAN8","23400917","340091 關東煮開鍋包","！門市用品","","","False"
"EAN8","23402058","340205 關東煮補充包","！門市用品","","","False"
"EAN8","23528215","352821 茶葉蛋桃太郎旗","！門市用品","","","False"
"EAN8","23552654","355265 秋冬地瓜POP","！門市用品","","","False"
"EAN8","23654396","365439 秋冬熱狗機POP","！門市用品","","","False"
"EAN8","24179959","417995 蛋鍋預煮中貼紙","！門市用品","","","False"
"EAN8","24322348","432234 春夏茶葉蛋POP","！門市用品","","","False"
"EAN8","24338004","433800 春夏開東煮POP","！門市用品","","","False"
"EAN8","24338400","433840 春夏熱狗機POP","！門市用品","","","False"
"EAN8","24338493","433849 春夏滷味POP","！門市用品","","","False"
"EAN8","24338905","433890 春夏地瓜POP","！門市用品","","","False"
"EAN8","24709125","470912 滷味圍邊貼紙","！門市用品","","","False"
"EAN8","24728133","472813 秋冬關東煮POP","！門市用品","","","False"
"EAN8","24929219","492921 秋冬茶葉蛋POP","！門市用品","","","False"
"EAN8","25744262","574426 10型滅火器換藥＄414","！門市用品","","","False"
"EAN8","25744583","574458 20型滅火器換藥$515","！門市用品","","","False"
"EAN8","25815085","581508 大亨堡盒","！門市用品","","","False"
"EAN8","25837193","583719 自動門暫停服務","！門市用品","","","False"
"EAN8","28819622","881962 10型滅火器$796","！門市用品","","","False"
"EAN8","28820604","882060 20型滅火器$955","！門市用品","","","False"
"EAN8","28822806","882280 派滅火器放置架","！門市用品","","","False"
"EAN8","25327816","532781 開心果風味糖漿25g","City’s","","","False"
"EAN8","26051109","605110 蜜桃鳥龍冰磚","City’s","","","False"
"EAN8","26445755","644575 葡萄柚血橙冰磚","City’s","","","False"
"EAN8","26446295","644629 大溪地檸檬冰磚","City’s","","","False"
"EAN8","26575087","657508 黑醋栗莓果風味冰磚","City’s","","","False"
"EAN8","27180426","718042 香蕉風味糖漿","City’s","","","False"
"EAN13","4001518116388","732268 德國Sticati牛奶巧克力棒90g","未分類","","","False"
"EAN13","4001518116401","732261 德國Sticati黑巧克力棒90g","未分類","","","False"
"EAN13","4710022056850","381603 卡迪那德州薯條茄汁口味","未分類","","","False"
"EAN13","4710088435071","542889 Lp33機能優酪乳500ml","未分類","","","False"
"EAN13","4710088824622","428900 LP33無加糖機能優酪乳PE500ml","未分類","","","False"
"EAN13","4710104029253","367916 五月花新柔韌抽衛100抽-咖波","未分類","","","False"
"EAN13","4710105002019","588428 晶典小品-咖啡凍","未分類","","","False"
"EAN13","4710105002026","324902 晶典小品-茉莉茶凍","未分類","","","False"
"EAN13","4710105002385","682458 光泉正庄杏仁豆腐","未分類","","","False"
"EAN13","4710154011871","603688 黑松沙士清新紅柚風味PET600","未分類","","","False"
"EAN13","4710176044994","631476 Mini Bar 甜卡力","未分類","","","False"
"EAN13","4710176045007","631477 Mini Bar 洋蔥圈","未分類","","","False"
"EAN13","4711554681695","681114 UD酒精濕巾10抽","未分類","","","False"
"EAN13","4712352001074","594071 淨可立乾洗手噴劑","未分類","","","False"
"EAN13","4717431100525","339081 國際牌錳乾電池3號8入","未分類","","","False"
"EAN13","4717431100532","338823 國際牌錳乾電池4號8入","未分類","","","False"
"EAN13","4719873160426","684486 淨可立空氣除菌噴霧80ml","未分類","","","False"
"EAN13","4719892833509","657278 幸福物語3D口罩-裸藕7入","未分類","","","False"
"EAN13","4719892833523","657267 幸福物語3D口罩-墨黑7入","未分類","","","False"
"EAN13","4901360351480","548771 Bourbon一口巧克力餅乾","未分類","","","False"
"EAN13","4901360364565","700645 BOURBON 口海苔風味洋芋片","未分類","","","False"
"EAN13","4902750670341","675027 味覺糖QQ軟糖綜合水果風味","未分類","","","False"
"EAN13","4976994151034","337594 哈根達斯極濃焦糖雪酥","未分類","","","False"
"EAN13","6921014042371","472658 麒麟霸啤酒330cc罐","未分類","","","False"
"EAN13","7581001400165","523683 Catch迷你焦糖夾心牛奶巧克力","未分類","","","False"
"EAN13","8000500066027","262321 健達繽紛樂","未分類","","","False"
"EAN13","8000500121436","127725 健達繽紛樂White（白）","未分類","","","False"
"EAN13","8801104940023","365624 韓國Binggrae草莓牛奶200ml","未分類","","327五六日","False"
"EAN13","8801104940047","314554 韓國Binggrae香蕉牛奶200ml","未分類","","327五六日","False"
"EAN13","8809613593303","711383 20韓果實Peace檸檬Highball-彩繪","未分類","","327五六日","False"
"I24","399959","399959  統一麵包海鹽羅宋","鮮食","","","False"
"I24","438543","438543  統一麵包奶香葡萄","鮮食","","","False"
"I24","507198","507198  晨光嚴選土司","鮮食","","","False"
"I24","650332","650332  瑞穗鮮乳吐司","鮮食","","","False"
"I24","720408","720408  統一麵包椰香葡萄","鮮食","","","False"
"EAN8","23823426","23823426 柳橙糖液","！門市用品","","","False"
"EAN8","28872696","887269","未分類","","","False"
"EAN8","2238234264","23823426 柳橙糖液","未分類","","","False"
"I24","25071986","507198  晨光嚴選土司","鮮食","","","False"
"I24","25927276","592727  統一麵包海苔肉鬆堡","鮮食","","","False"
"I24","26503325","650332  瑞穗鮮乳吐司","鮮食","","","False"
"I24","27204085","720408  統一麵包椰香葡萄","鮮食","","","False"
"EAN8","26032696","603269（W店）相撲手脆海苔獨享包辣味","未分類","","","False"
"EAN13","4710543023478","576056 話匣子Min勁爆香辣口味玉米片","未分類","","","False"
"EAN13","4710543024239","569423 樂事輕雪鹽口味莎莎風味醬49元","未分類","","","False"
"EAN13","4710953086025","538185 日香鹽酥冬筍餅","未分類","","","False"
"EAN13","4711595600273","688837（W店）纖享樂紅豆銅鑼燒3入","未分類","","","False"
"EAN13","4718262111285","803232 阿華田營養巧克力麥芽飲品","未分類","","","False"
"EAN13","4902201445191","683014 星巴克特選系列太妃核果風味拿鐵","未分類","20260630","","False"
"EAN13","4970765131294","665925 扇屋點心起司條8g","未分類","","","False"
"EAN13","8858223028279","549599 Sweetory迷你脆脆條-蒜蝦","未分類","","410五六日","False"
"EAN13","8934680033329","464994 奧利奧捲心酥-巧克力口味","未分類","","","False"
"EAN13","0017854100442","547272 英國BH檸檬羅勒香氛洗手乳","未分類","","","False"
"EAN13","0017854100466","547197 英國BH玫瑰香氛洗手乳","未分類","","","False"
"EAN13","3010350006628","328821 法國La Cigale馬賽皂-橄欖","未分類","","","False"
"EAN13","3010350006635","329623 法國La Cigale馬賽皂-薰衣草","未分類","","","False"
"EAN13","4710068006673","614519 日本NIJIYA青森蘋果蜂蜜調酒","未分類","","","False"
"EAN13","4710110233040","422645 味味A排骨雞風味乾麵（碗）","未分類","","","False"
"EAN13","4710777120165","304683 白蘭氏傳統雞精42g","未分類","","","False"
"EAN13","4710829653337","404523 日本味王暢快人生奇異果精華版","未分類","","","False"
"EAN13","4710829654709","314642 日本味王暢快人生草玫精華版","未分類","","","False"
"EAN13","4711554681671","666067 UD嬰兒濕巾80抽","未分類","","","False"
"EAN13","4713157541543","693905 飲豪爽（枳椇子＋紅麴錠）","未分類","","","False"
"EAN13","4713469767259","594389 順天本草調理飲-蘋枸飲200ml","未分類","","","False"
"EAN13","4713469767266","594128 順天本草調理飲-潤喉飲200ml","未分類","","","False"
"EAN13","4713469768164","618818 順天本草調理飲-行醒飲200ml","未分類","","","False"
"EAN13","4713469768188","619220 順天本草調理飲-好衛飲200ml","未分類","","","False"
"EAN13","4901411133171","658851 KIRIN晴風啤酒500ml","未分類","","20260401_春遊","False"
"EAN13","4902888348327","416972 森永果汁果實冰（葡萄）","未分類","","","False"
"EAN13","4902888350986","380823 森永果汁果實冰（麝香葡萄）","未分類","","","False"
"EAN13","4942568230023","788709 日本NIJIYA山梨水蜜桃調酒","未分類","","","False"
"EAN13","8801382150336","646914 韓國熊津枳椇子活力甘茶","未分類","","","False"
"EAN13","8801382151593","518910 韓國熊津決明子茶","未分類","","","False"
"EAN13","8802534889302","521996 韓國Sweetory夏威夷果可可球","未分類","","","False"
"EAN13","8802534889487","700863 韓國Sweetory玉米風味杏仁果","未分類","","","False"
"EAN13","8809624620869","682199 韓國真果實白葡萄酒調酒","未分類","","327五六日","False"
"EAN13","8809624620876","682194 韓國真果實紅葡萄酒調酒","未分類","","327五六日","False"
"EAN8","20031688","003168 現萃茶-濾紙","！門市用品","","","True"
"EAN8","20031718","003171 4杯紙袋*50","！門市用品","","","True"
"EAN8","20031848","003184 ART羊毛小刷","！門市用品","","","True"
"EAN8","20032814","003281 台新機共用長柄刷","！門市用品","","","True"
"EAN8","20033750","003375 咖啡電子秤","！門市用品","","","True"
"EAN8","20034726","003472 咖啡保溫壺","！門市用品","","","True"
"EAN8","20035792","003579 ART白色小刷","！門市用品","","","True"
"EAN8","20038960","003896 咖啡溫度計","！門市用品","","","True"
"EAN8","20039066","003906 咖啡紅蠟筆*6","！門市用品","","","True"
"EAN8","20059668","005966 噴霧器-噴頭","！門市用品","","","True"
"EAN8","20061036","006103 廢筆電回收袋5入破壞袋","！門市用品","","","True"
"EAN8","20616694","061669 砂糖T00","！門市用品","","","True"
"EAN8","20355265","035526 地瓜磅秤靜貼","！門市用品","","","True"
"EAN8","20618186","061818 冰塊紅×30","！門市用品","","","True"
"EAN8","20618216","061821 冰塊藍×20","！門市用品","","","True"
"EAN8","20951382","095138 POP雙面膠","！門市用品","","","True"
"EAN8","20951412","095141 大燒包紙袋","！門市用品","","","True"
"EAN8","20994594","099459 A4特殊紙","！門市用品","","","True"
"EAN8","20995140","099514 IBON票卷信封","！門市用品","","","True"
"EAN8","21058660","105866 甜辣醬","！門市用品","","","True"
"EAN8","21146060","114606 HR30熱狗告知卡鐵架","！門市用品","","","True"
"EAN8","21159084","115908 時間貼紙","！門市用品","","","True"
"EAN8","21214318","121431 纸巾36包","！門市用品","","","True"
"EAN8","21236822","123682 關東煮小碗","！門市用品","","","True"
"EAN8","23865327","386532 台式辣味噌醬","！門市用品","","","True"
"EAN8","23879614","387961 法國 EVIAN 依雲天然礦泉水 PET500","未分類","","","True"
"EAN8","23905900","390590 冰淇淋湯匙20入","！門市用品","","","True"
"EAN8","23915596","391559 CITY CAFE專用乳","！門市用品","","","True"
"EAN8","23924451","392445 原味黑珠","！門市用品","","","True"
"EAN8","23928275","392827 EVERSYS專用中小刷","！門市用品","","","True"
"EAN8","23945401","394540 M牌咖啡機藥水","！門市用品","","","True"
"EAN8","23958128","395812 60公分紙箱","！門市用品","","","True"
"EAN8","23958258","395825 90公分紙箱","！門市用品","","","True"
"EAN8","23958388","395838 120公分紙箱","！門市用品","","","True"
"EAN8","23960459","396045 循環杯專用杯蓋50個","！門市用品","","","True"
"EAN8","23977594","397759 冷凍食品專用盒","！門市用品","","","True"
"I24","23999596","399959  統一麵包海鹽羅宋","鮮食","","","True"
"EAN8","24001793","400179 手持吸塵器$295元","！門市用品","","","True"
"EAN8","24039802","403980 珍珠飲品熱杯蓋","！門市用品","","","True"
"EAN8","24041133","404113 交貨便寄件箱（小）$8","！門市用品","","","True"
"EAN8","23996847","399684 冷凍防護手套L25.5CM","！門市用品","","","True"
"EAN8","24041140","404114 交貨便寄件箱（中）$12","！門市用品","","","True"
"EAN8","24047883","404788 御料小館鹽味毛豆","未分類","","","True"
"EAN8","24056007","405600 特大杯裸棒（100入）","！門市用品","","","True"
"EAN8","24067041","406704 拍賣出清貼紙3折","！門市用品","","","True"
"EAN8","24067157","406715 拍賣出清貼紙7折","！門市用品","","","True"
"EAN8","24067256","406725 拍賣出清貼紙5折","！門市用品","","","True"
"EAN8","24072670","407267 現萃茶杯(大)","！門市用品","","","True"
"I35","27496527","749652 晶英-韓式炸豬排起司雙拼飯卷","未分類","","","False"
"I35","27496572","749657 晶英-台韓半半炸雞便當","未分類","","","False"
"I35","27511893","751189 晶英-韓式泡菜豬肉豆腐煲燴飯","未分類","","","False"
"EAN8","21236952","123695 關東煮大碗","！門市用品","","","True"
"EAN8","21237058","123705 小蓋","！門市用品","","","True"
"EAN8","21237188","123718 大蓋","！門市用品","","","True"
"EAN8","21490798","149079 抹布3片","！門市用品","","","True"
"EAN8","23280472","328047 大亨堡專用L型紙袋","！門市用品","","","True"
"EAN8","23318793","331879 可生物降解寄件袋","！門市用品","","","True"
"EAN8","23324664","332466 4X6專用紙","！門市用品","","","True"
"EAN8","23359536","335953 冰塊綠×16","！門市用品","","","True"
"EAN8","23359895","335989 台新SOUL","！門市用品","","","True"
"EAN8","23363359","336335 御料小館蜜汁雞排","未分類","","","True"
"EAN8","23366909","336690 水果糖液","！門市用品","","","True"
"EAN8","23273856","327385 秋冬滷味POP","！門市用品","","","True"
"EAN8","23367470","336747 茶葉蛋靜電貼","！門市用品","","","True"
"EAN8","23385337","338533 御料小館招牌水煎包","未分類","","","True"
"EAN13","4009900505628","687026 彩虹糖熱帶水果口味","未分類","20260522","逼近品","False"
"EAN13","4710247026522","691690 CADBURYOREO餅乾夾心牛奶巧克力","未分類","20260625","逼近品","False"
"EAN13","4713139018674","668978 貝禮詩綜合奶酒風味夾心巧克力","未分類","20260727","逼近品","False"
"EAN13","4718201218839","323960 彩虹糖混合水果口味","未分類","","逼近品","False"
"EAN13","4901360353996","728883 G）BOURBON巧克力風味海綿蛋糕棒","未分類","20260519","逼近品","False"
"EAN13","4902777139746","525169 明治果汁QQ軟糖-葡萄口味","未分類","20260731","逼近品","False"
"EAN13","4903032243741","720002 雷神濃醇草莓奶霜巧克力味餅乾","未分類","20260627","逼近品","False"
"EAN13","5904637006204","669220 MAGNAT橘子風味夾心巧克力（熊）","未分類","20260630","逼近品","False"
"EAN13","5904637007027","669325 MAGNAT榛果夾心牛奶巧克力（吊飾）","未分類","20260610","逼近品","False"
"EAN13","6221134014020","686668 特趣焦糖夾心巧克力-鹹焦糖","未分類","20260507","逼近品","False"
"EAN13","8008743024552","669733 義大利萊卡Laica精緻綜合巧克力","未分類","20270131","逼近品","False"
"EAN13","8008743024590","669829 義大利萊卡Laica綜合酒心巧克力","未分類","","逼近品","False"
"EAN13","8691216090477","472970 哈瑞寶明星總動員Q軟糖80g","未分類","20260721","逼近品","False"
